Country,date,type,value
Australia,30/03/2021,Daily hospital occupancy per million,2.903
Australia,31/03/2021,Daily ICU occupancy,1
Australia,31/03/2021,Daily ICU occupancy per million,0.038
Australia,31/03/2021,Daily hospital occupancy,87
Australia,31/03/2021,Daily hospital occupancy per million,3.323
Australia,1/04/2021,Daily ICU occupancy,1
Australia,1/04/2021,Daily ICU occupancy per million,0.038
Australia,1/04/2021,Daily hospital occupancy,86
Australia,1/04/2021,Daily hospital occupancy per million,3.285
Australia,2/04/2021,Daily ICU occupancy,2
Australia,2/04/2021,Daily ICU occupancy per million,0.076
Australia,2/04/2021,Daily hospital occupancy,78
Australia,2/04/2021,Daily hospital occupancy per million,2.98
Australia,3/04/2021,Daily ICU occupancy,3
Australia,3/04/2021,Daily ICU occupancy per million,0.115
Australia,3/04/2021,Daily hospital occupancy,81
Australia,3/04/2021,Daily hospital occupancy per million,3.094
Australia,4/04/2021,Daily ICU occupancy,3
Australia,4/04/2021,Daily ICU occupancy per million,0.115
Australia,4/04/2021,Daily hospital occupancy,84
Australia,4/04/2021,Daily hospital occupancy per million,3.209
Australia,5/04/2021,Daily ICU occupancy,2
Australia,5/04/2021,Daily ICU occupancy per million,0.076
Australia,5/04/2021,Daily hospital occupancy,79
Australia,5/04/2021,Daily hospital occupancy per million,3.018
Australia,6/04/2021,Daily ICU occupancy,2
Australia,6/04/2021,Daily ICU occupancy per million,0.076
Australia,6/04/2021,Daily hospital occupancy,82
Australia,6/04/2021,Daily hospital occupancy per million,3.132
Australia,7/04/2021,Daily ICU occupancy,2
Australia,7/04/2021,Daily ICU occupancy per million,0.076
Australia,7/04/2021,Daily hospital occupancy,76
Australia,7/04/2021,Daily hospital occupancy per million,2.903
Australia,8/04/2021,Daily ICU occupancy,2
Australia,8/04/2021,Daily ICU occupancy per million,0.076
Australia,8/04/2021,Daily hospital occupancy,76
Australia,8/04/2021,Daily hospital occupancy per million,2.903
Australia,9/04/2021,Daily ICU occupancy,1
Australia,9/04/2021,Daily ICU occupancy per million,0.038
Australia,9/04/2021,Daily hospital occupancy,69
Australia,9/04/2021,Daily hospital occupancy per million,2.636
Australia,10/04/2021,Daily ICU occupancy,1
Australia,10/04/2021,Daily ICU occupancy per million,0.038
Australia,10/04/2021,Daily hospital occupancy,65
Australia,10/04/2021,Daily hospital occupancy per million,2.483
Australia,11/04/2021,Daily ICU occupancy,1
Australia,11/04/2021,Daily ICU occupancy per million,0.038
Australia,11/04/2021,Daily hospital occupancy,62
Australia,11/04/2021,Daily hospital occupancy per million,2.368
Australia,12/04/2021,Daily ICU occupancy,2
Australia,12/04/2021,Daily ICU occupancy per million,0.076
Australia,12/04/2021,Daily hospital occupancy,63
Australia,12/04/2021,Daily hospital occupancy per million,2.407
Australia,13/04/2021,Daily ICU occupancy,2
Australia,13/04/2021,Daily ICU occupancy per million,0.076
Australia,13/04/2021,Daily hospital occupancy,59
Australia,13/04/2021,Daily hospital occupancy per million,2.254
Australia,14/04/2021,Daily ICU occupancy,2
Australia,14/04/2021,Daily ICU occupancy per million,0.076
Australia,14/04/2021,Daily hospital occupancy,50
Australia,14/04/2021,Daily hospital occupancy per million,1.91
Australia,15/04/2021,Daily ICU occupancy,2
Australia,15/04/2021,Daily ICU occupancy per million,0.076
Australia,15/04/2021,Daily hospital occupancy,46
Australia,15/04/2021,Daily hospital occupancy per million,1.757
Australia,16/04/2021,Daily ICU occupancy,2
Australia,16/04/2021,Daily ICU occupancy per million,0.076
Australia,16/04/2021,Daily hospital occupancy,44
Australia,16/04/2021,Daily hospital occupancy per million,1.681
Australia,17/04/2021,Daily ICU occupancy,3
Australia,17/04/2021,Daily ICU occupancy per million,0.115
Australia,17/04/2021,Daily hospital occupancy,44
Australia,17/04/2021,Daily hospital occupancy per million,1.681
Australia,18/04/2021,Daily ICU occupancy,3
Australia,18/04/2021,Daily ICU occupancy per million,0.115
Australia,18/04/2021,Daily hospital occupancy,47
Australia,18/04/2021,Daily hospital occupancy per million,1.795
Australia,19/04/2021,Daily ICU occupancy,3
Australia,19/04/2021,Daily ICU occupancy per million,0.115
Australia,19/04/2021,Daily hospital occupancy,48
Australia,19/04/2021,Daily hospital occupancy per million,1.834
Australia,20/04/2021,Daily ICU occupancy,1
Australia,20/04/2021,Daily ICU occupancy per million,0.038
Australia,20/04/2021,Daily hospital occupancy,47
Australia,20/04/2021,Daily hospital occupancy per million,1.795
Australia,21/04/2021,Daily ICU occupancy,1
Australia,21/04/2021,Daily ICU occupancy per million,0.038
Australia,21/04/2021,Daily hospital occupancy,47
Australia,21/04/2021,Daily hospital occupancy per million,1.795
Australia,22/04/2021,Daily ICU occupancy,1
Australia,22/04/2021,Daily ICU occupancy per million,0.038
Australia,22/04/2021,Daily hospital occupancy,61
Australia,22/04/2021,Daily hospital occupancy per million,2.33
Australia,23/04/2021,Daily ICU occupancy,1
Australia,23/04/2021,Daily ICU occupancy per million,0.038
Australia,23/04/2021,Daily hospital occupancy,67
Australia,23/04/2021,Daily hospital occupancy per million,2.559
Australia,24/04/2021,Daily ICU occupancy,1
Australia,24/04/2021,Daily ICU occupancy per million,0.038
Australia,24/04/2021,Daily hospital occupancy,68
Australia,24/04/2021,Daily hospital occupancy per million,2.598
Australia,25/04/2021,Daily ICU occupancy,1
Australia,25/04/2021,Daily ICU occupancy per million,0.038
Australia,25/04/2021,Daily hospital occupancy,73
Australia,25/04/2021,Daily hospital occupancy per million,2.789
Australia,26/04/2021,Daily ICU occupancy,1
Australia,26/04/2021,Daily ICU occupancy per million,0.038
Australia,26/04/2021,Daily hospital occupancy,71
Australia,26/04/2021,Daily hospital occupancy per million,2.712
Australia,27/04/2021,Daily ICU occupancy,2
Australia,27/04/2021,Daily ICU occupancy per million,0.076
Australia,27/04/2021,Daily hospital occupancy,75
Australia,27/04/2021,Daily hospital occupancy per million,2.865
Australia,28/04/2021,Daily ICU occupancy,2
Australia,28/04/2021,Daily ICU occupancy per million,0.076
Australia,28/04/2021,Daily hospital occupancy,69
Australia,28/04/2021,Daily hospital occupancy per million,2.636
Australia,29/04/2021,Daily ICU occupancy,2
Australia,29/04/2021,Daily ICU occupancy per million,0.076
Australia,29/04/2021,Daily hospital occupancy,72
Australia,29/04/2021,Daily hospital occupancy per million,2.75
Australia,30/04/2021,Daily ICU occupancy,2
Australia,30/04/2021,Daily ICU occupancy per million,0.076
Australia,30/04/2021,Daily hospital occupancy,74
Australia,30/04/2021,Daily hospital occupancy per million,2.827
Australia,1/05/2021,Daily ICU occupancy,2
Australia,1/05/2021,Daily ICU occupancy per million,0.076
Australia,1/05/2021,Daily hospital occupancy,63
Australia,1/05/2021,Daily hospital occupancy per million,2.407
Australia,2/05/2021,Daily ICU occupancy,1
Australia,2/05/2021,Daily ICU occupancy per million,0.038
Australia,2/05/2021,Daily hospital occupancy,57
Australia,2/05/2021,Daily hospital occupancy per million,2.177
Australia,3/05/2021,Daily ICU occupancy,1
Australia,3/05/2021,Daily ICU occupancy per million,0.038
Australia,3/05/2021,Daily hospital occupancy,60
Australia,3/05/2021,Daily hospital occupancy per million,2.292
Australia,4/05/2021,Daily ICU occupancy,1
Australia,4/05/2021,Daily ICU occupancy per million,0.038
Australia,4/05/2021,Daily hospital occupancy,54
Australia,4/05/2021,Daily hospital occupancy per million,2.063
Australia,5/05/2021,Daily ICU occupancy,1
Australia,5/05/2021,Daily ICU occupancy per million,0.038
Australia,5/05/2021,Daily hospital occupancy,46
Australia,5/05/2021,Daily hospital occupancy per million,1.757
Australia,6/05/2021,Daily ICU occupancy,1
Australia,6/05/2021,Daily ICU occupancy per million,0.038
Australia,6/05/2021,Daily hospital occupancy,38
Australia,6/05/2021,Daily hospital occupancy per million,1.452
Australia,7/05/2021,Daily ICU occupancy,1
Australia,7/05/2021,Daily ICU occupancy per million,0.038
Australia,7/05/2021,Daily hospital occupancy,38
Australia,7/05/2021,Daily hospital occupancy per million,1.452
Australia,8/05/2021,Daily ICU occupancy,2
Australia,8/05/2021,Daily ICU occupancy per million,0.076
Australia,8/05/2021,Daily hospital occupancy,36
Australia,8/05/2021,Daily hospital occupancy per million,1.375
Australia,9/05/2021,Daily ICU occupancy,2
Australia,9/05/2021,Daily ICU occupancy per million,0.076
Australia,9/05/2021,Daily hospital occupancy,31
Australia,9/05/2021,Daily hospital occupancy per million,1.184
Australia,10/05/2021,Daily ICU occupancy,2
Australia,10/05/2021,Daily ICU occupancy per million,0.076
Australia,10/05/2021,Daily hospital occupancy,29
Australia,10/05/2021,Daily hospital occupancy per million,1.108
Australia,11/05/2021,Daily ICU occupancy,3
Australia,11/05/2021,Daily ICU occupancy per million,0.115
Australia,11/05/2021,Daily hospital occupancy,31
Australia,11/05/2021,Daily hospital occupancy per million,1.184
Australia,12/05/2021,Daily ICU occupancy,3
Australia,12/05/2021,Daily ICU occupancy per million,0.115
Australia,12/05/2021,Daily hospital occupancy,27
Australia,12/05/2021,Daily hospital occupancy per million,1.031
Australia,13/05/2021,Daily ICU occupancy,3
Australia,13/05/2021,Daily ICU occupancy per million,0.115
Australia,13/05/2021,Daily hospital occupancy,24
Australia,13/05/2021,Daily hospital occupancy per million,0.917
Australia,14/05/2021,Daily ICU occupancy,3
Australia,14/05/2021,Daily ICU occupancy per million,0.115
Australia,14/05/2021,Daily hospital occupancy,23
Australia,14/05/2021,Daily hospital occupancy per million,0.879
Australia,15/05/2021,Daily ICU occupancy,3
Australia,15/05/2021,Daily ICU occupancy per million,0.115
Australia,15/05/2021,Daily hospital occupancy,19
Australia,15/05/2021,Daily hospital occupancy per million,0.726
Australia,16/05/2021,Daily ICU occupancy,3
Australia,16/05/2021,Daily ICU occupancy per million,0.115
Australia,16/05/2021,Daily hospital occupancy,21
Australia,16/05/2021,Daily hospital occupancy per million,0.802
Australia,17/05/2021,Daily ICU occupancy,3
Australia,17/05/2021,Daily ICU occupancy per million,0.115
Australia,17/05/2021,Daily hospital occupancy,23
Australia,17/05/2021,Daily hospital occupancy per million,0.879
Australia,18/05/2021,Daily ICU occupancy,1
Australia,18/05/2021,Daily ICU occupancy per million,0.038
Australia,18/05/2021,Daily hospital occupancy,23
Australia,18/05/2021,Daily hospital occupancy per million,0.879
Australia,19/05/2021,Daily ICU occupancy,1
Australia,19/05/2021,Daily ICU occupancy per million,0.038
Australia,19/05/2021,Daily hospital occupancy,21
Australia,19/05/2021,Daily hospital occupancy per million,0.802
Australia,20/05/2021,Daily ICU occupancy,1
Australia,20/05/2021,Daily ICU occupancy per million,0.038
Australia,20/05/2021,Daily hospital occupancy,17
Australia,20/05/2021,Daily hospital occupancy per million,0.649
Australia,21/05/2021,Daily ICU occupancy,1
Australia,21/05/2021,Daily ICU occupancy per million,0.038
Australia,21/05/2021,Daily hospital occupancy,20
Australia,21/05/2021,Daily hospital occupancy per million,0.764
Australia,22/05/2021,Daily ICU occupancy,1
Australia,22/05/2021,Daily ICU occupancy per million,0.038
Australia,22/05/2021,Daily hospital occupancy,17
Australia,22/05/2021,Daily hospital occupancy per million,0.649
Australia,23/05/2021,Daily ICU occupancy,1
Australia,23/05/2021,Daily ICU occupancy per million,0.038
Australia,23/05/2021,Daily hospital occupancy,17
Australia,23/05/2021,Daily hospital occupancy per million,0.649
Australia,24/05/2021,Daily ICU occupancy,1
Australia,24/05/2021,Daily ICU occupancy per million,0.038
Australia,24/05/2021,Daily hospital occupancy,18
Australia,24/05/2021,Daily hospital occupancy per million,0.688
Australia,25/05/2021,Daily ICU occupancy,1
Australia,25/05/2021,Daily ICU occupancy per million,0.038
Australia,25/05/2021,Daily hospital occupancy,19
Australia,25/05/2021,Daily hospital occupancy per million,0.726
Australia,26/05/2021,Daily ICU occupancy,2
Australia,26/05/2021,Daily ICU occupancy per million,0.076
Australia,26/05/2021,Daily hospital occupancy,17
Australia,26/05/2021,Daily hospital occupancy per million,0.649
Australia,27/05/2021,Daily ICU occupancy,2
Australia,27/05/2021,Daily ICU occupancy per million,0.076
Australia,27/05/2021,Daily hospital occupancy,18
Australia,27/05/2021,Daily hospital occupancy per million,0.688
Australia,28/05/2021,Daily ICU occupancy,1
Australia,28/05/2021,Daily ICU occupancy per million,0.038
Australia,28/05/2021,Daily hospital occupancy,17
Australia,28/05/2021,Daily hospital occupancy per million,0.649
Australia,29/05/2021,Daily ICU occupancy,1
Australia,29/05/2021,Daily ICU occupancy per million,0.038
Australia,29/05/2021,Daily hospital occupancy,19
Australia,29/05/2021,Daily hospital occupancy per million,0.726
Australia,30/05/2021,Daily ICU occupancy,1
Australia,30/05/2021,Daily ICU occupancy per million,0.038
Australia,30/05/2021,Daily hospital occupancy,21
Australia,30/05/2021,Daily hospital occupancy per million,0.802
Australia,31/05/2021,Daily ICU occupancy,1
Australia,31/05/2021,Daily ICU occupancy per million,0.038
Australia,31/05/2021,Daily hospital occupancy,17
Australia,31/05/2021,Daily hospital occupancy per million,0.649
Australia,1/06/2021,Daily ICU occupancy,1
Australia,1/06/2021,Daily ICU occupancy per million,0.038
Australia,1/06/2021,Daily hospital occupancy,21
Australia,1/06/2021,Daily hospital occupancy per million,0.802
Australia,2/06/2021,Daily ICU occupancy,0
Australia,2/06/2021,Daily ICU occupancy per million,0
Australia,2/06/2021,Daily hospital occupancy,22
Australia,2/06/2021,Daily hospital occupancy per million,0.84
Australia,3/06/2021,Daily ICU occupancy,0
Australia,3/06/2021,Daily ICU occupancy per million,0
Australia,3/06/2021,Daily hospital occupancy,19
Australia,3/06/2021,Daily hospital occupancy per million,0.726
Australia,4/06/2021,Daily ICU occupancy,0
Australia,4/06/2021,Daily ICU occupancy per million,0
Australia,4/06/2021,Daily hospital occupancy,17
Australia,4/06/2021,Daily hospital occupancy per million,0.649
Australia,5/06/2021,Daily ICU occupancy,0
Australia,5/06/2021,Daily ICU occupancy per million,0
Australia,5/06/2021,Daily hospital occupancy,16
Australia,5/06/2021,Daily hospital occupancy per million,0.611
Australia,6/06/2021,Daily ICU occupancy,0
Australia,6/06/2021,Daily ICU occupancy per million,0
Australia,6/06/2021,Daily hospital occupancy,17
Australia,6/06/2021,Daily hospital occupancy per million,0.649
Australia,7/06/2021,Daily ICU occupancy,0
Australia,7/06/2021,Daily ICU occupancy per million,0
Australia,7/06/2021,Daily hospital occupancy,19
Australia,7/06/2021,Daily hospital occupancy per million,0.726
Australia,8/06/2021,Daily ICU occupancy,0
Australia,8/06/2021,Daily ICU occupancy per million,0
Australia,8/06/2021,Daily hospital occupancy,13
Australia,8/06/2021,Daily hospital occupancy per million,0.497
Australia,9/06/2021,Daily ICU occupancy,0
Australia,9/06/2021,Daily ICU occupancy per million,0
Australia,9/06/2021,Daily hospital occupancy,16
Australia,9/06/2021,Daily hospital occupancy per million,0.611
Australia,10/06/2021,Daily ICU occupancy,0
Australia,10/06/2021,Daily ICU occupancy per million,0
Australia,10/06/2021,Daily hospital occupancy,16
Australia,10/06/2021,Daily hospital occupancy per million,0.611
Australia,11/06/2021,Daily ICU occupancy,0
Australia,11/06/2021,Daily ICU occupancy per million,0
Australia,11/06/2021,Daily hospital occupancy,15
Australia,11/06/2021,Daily hospital occupancy per million,0.573
Australia,12/06/2021,Daily ICU occupancy,0
Australia,12/06/2021,Daily ICU occupancy per million,0
Australia,12/06/2021,Daily hospital occupancy,16
Australia,12/06/2021,Daily hospital occupancy per million,0.611
Australia,13/06/2021,Daily ICU occupancy,1
Australia,13/06/2021,Daily ICU occupancy per million,0.038
Australia,13/06/2021,Daily hospital occupancy,25
Australia,13/06/2021,Daily hospital occupancy per million,0.955
Australia,14/06/2021,Daily ICU occupancy,1
Australia,14/06/2021,Daily ICU occupancy per million,0.038
Australia,14/06/2021,Daily hospital occupancy,25
Australia,14/06/2021,Daily hospital occupancy per million,0.955
